Striker_ID,Nationality,Footedness,Marital Status,Goals Scored,Assists,Shots on Target,Shot Accuracy,Conversion Rate,Dribbling Success,Movement off the Ball,Hold-up Play,Aerial Duels Won,Defensive Contribution,Big Game Performance,Consistency,Penalty Success Rate,Impact on Team Performance,Off-field Conduct
19,England,Left-footed,Yes,10.45987962,8.297996916,22.75756884,0.497581318,0.231770902,0.677020037,65.48841142,72.7951867,17.41153714,43.48341739,7.310649998,0.626043771,0.529665195,9.580921483,3.242007918
20,Spain,Right-footed,No,7.938481493,10.25416137,27.96916162,0.785409257,0.13803708,0.614859357,75.517408,37.83181161,19.55954378,31.02169934,7.79629453,0.599712939,0.833935581,7.110398485,9.340099344
21,Brazil,Left-footed,Yes,22.32824384,2.991784157,28.65984842,0.72210337,0.202996632,0.717521142,82.0026175,65.02744807,30.84968294,35.12294627,6.8841845,0.675405787,0.76518426,11.09741652,9.970799423
22,France,Left-footed,Yes,13.8711185,9.630080577,20.98409997,0.65820977,0.213868847,0.9985259,65.36838638,35.0672918,12.88158682,50.74333005,5.529766399,0.683845856,0.792507344,3.74901546,4.828308719
23,Spain,Right-footed,Yes,15.33764102,6.012128723,24.82951785,0.57735159,0.26803293,0.736748167,65.88573393,50.34335196,10.74078634,44.96400118,6.628151038,0.825341946,0.763138063,5.886442454,8.352968367
24,England,Left-footed,Yes,7.876259069,9.711796006,39.99589251,0.504056076,0.13455898,0.668647031,81.53900734,76.29166365,23.91794832,60.75065039,3.801210476,0.688546122,0.880704642,7.065277673,8.902452032
25,England,Right-footed,No,12.27808638,5.71022253,37.09280219,0.562779322,0.049024392,0.79218015,51.302583,54.18217967,16.60678469,51.80128174,11.554173,0.664365148,0.911968778,9.274762195,7.853785396
26,Germany,Left-footed,Yes,15.55461295,2.585353698,28.05426569,0.708874862,0.209192477,0.748268789,66.11479225,48.26120036,18.40881236,51.44293069,4.530976003,0.688836626,0.828305316,7.798938745,6.418458162
27,Germany,Right-footed,No,9.245032113,3.117372686,25.26602435,0.788458631,0.290025559,0.742009449,71.9042389,58.02062271,16.09421811,26.1213145,4.936067432,0.861863233,0.766068881,7.620945508,10.03187445
28,Brazil,Right-footed,No,16.87849009,8.14425484,25.84021929,0.754324353,0.261947318,0.760685059,74.49218721,80.67906338,18.7009993,47.63860352,6.119481591,0.751304337,0.79586628,4.745472415,7.193240508
29,Spain,Right-footed,Yes,11.99680655,8.779167505,29.29462581,0.551115058,0.210482971,0.905654356,64.90193307,41.68317753,27.99269056,39.46893198,9.57615145,0.732074897,0.801959962,4.686117206,5.029627675
30,Spain,Left-footed,No,13.54153125,5.287050125,17.84045204,0.488038257,0.175418191,0.586911156,70.34441012,49.48690088,24.01064229,34.49018196,7.029017999,0.73899945,0.719756996,7.645009321,3.901051029
31,Germany,Right-footed,No,11.99146694,9.915777376,23.19836424,0.614088625,0.24035613,0.747363208,45.11672647,74.97431683,24.31111756,41.68015341,4.527728408,0.879206033,0.857892865,4.271788012,10.52169904
32,Spain,Left-footed,No,24.26139092,3.015439813,13.31991148,0.423156063,0.15132269,0.607361887,63.41751588,78.57702344,12.91886472,49.45211535,9.508676722,0.675082827,0.846004232,5.936244499,9.233327953
33,Spain,Right-footed,Yes,14.93251388,7.801760604,27.79456186,0.632316771,0.223817888,0.755551265,74.53508713,58.96568776,14.24423132,45.00831591,8.462001254,0.881550829,0.954044124,8.001834658,8.175947094
34,England,Right-footed,No,9.711445355,4.366951401,29.53037158,0.585239741,0.225273508,0.608131349,60.17705966,47.60947297,5.804606703,31.21526199,8.076869914,0.77104963,0.925534978,5.035351455,7.119450726
35,Germany,Left-footed,No,19.11272456,6.044491677,21.61769476,0.55339635,0.253010495,0.658263319,70.58984222,80.95843502,15.95309589,47.42458914,8.431468482,0.733958062,0.731432508,10.21071192,6.942003172
36,France,Right-footed,No,8.89578175,8.142196014,36.01790734,0.440529693,0.337983002,0.670491009,74.46872501,75.94442392,24.78351593,33.62412458,11.7887238,1,0.882029837,9.447872688,5.848526703
37,Germany,Right-footed,Yes,16.04431798,5.418759904,16.41964036,0.651360011,0.219620798,0.797581672,66.57450799,66.78946988,22.58473258,42.16683119,11.37018979,0.644436051,0.704904662,3.857160003,7.137088711
38,France,Left-footed,No,5.201649381,6.846333367,14.74937584,0.546729916,0.174551819,0.791845444,71.70463771,51.87597651,18.89243369,36.96649933,5.626569314,0.714631424,0.86959321,5.135257514,3.75982557
39,England,Right-footed,Yes,8.359069756,11.01887843,26.57116273,0.483008316,0.198721284,0.575428262,60.37267435,59.50970659,19.88849858,37.81133748,10.24776999,0.626756876,0.74833858,2.428445511,6.527872693
40,Brazil,Right-footed,Yes,15.98430618,6.269324391,32.32968812,0.312773779,0.111546205,0.705493411,67.9338872,58.39639919,16.55557229,47.66242975,7.76633638,0.845246197,0.697674678,5.434817275,7.378124967
41,Spain,Right-footed,Yes,18.6923329,10.50707634,36.78749384,0.597248509,0.165264343,0.629042015,76.1021617,63.30851305,21.02379441,29.5980628,7.998191632,0.918918893,0.828004534,8.532776953,9.219760094
42,England,Right-footed,Yes,15.85684141,4.610879436,21.78781016,0.77722516,0.179535878,0.574149509,71.56972961,74.51001438,23.8293914,59.45195074,3.615458337,0.916992278,0.532543287,6.172210115,7.920147073
43,Spain,Left-footed,Yes,14.42175859,9.589412534,32.55076583,0.766125921,0.17379558,0.678298295,64.1346873,68.79417041,11.92056606,21.78913931,6.659228469,0.872394875,0.624902443,7.921594487,9.589846228
44,Brazil,Left-footed,Yes,13.49448152,12.32470586,24.73044071,0.554290374,0.207617744,0.669151721,72.24216404,49.22623923,21.49823844,34.02332317,5.374352819,0.730237953,0.782250812,3.955331363,10.69827021
45,Brazil,Right-footed,No,7.607390048,0.5850665,23.7916089,0.539778794,0.158879003,0.942671649,77.14609791,73.7649645,24.66217435,43.7021189,8.65611763,0.713475902,0.808244177,8.595950509,10.11634019
46,England,Left-footed,Yes,11.40077896,5.609314234,31.18561956,0.646877426,0.256051533,0.743295983,49.50058721,63.1313214,17.92449856,45.84314166,9.142161001,0.582883023,0.763068123,5.889781544,8.941019695
47,Brazil,Right-footed,No,12.69680615,9.731216382,29.56626015,0.500161456,0.200010353,0.56223825,81.59074065,66.87065796,23.50350306,38.99524279,2.851027298,0.953587354,0.64205637,7.024339365,8.023725358
48,France,Left-footed,No,20.28561113,7.390863842,13.9652549,0.63017919,0.199534984,0.6435226,66.63745261,74.66540859,34.07327222,39.42609297,6.955930272,0.796897808,0.718210816,6.814250997,6.038423983
49,Brazil,Right-footed,Yes,16.71809145,9.11343762,35.33578245,0.676608028,0.183605264,0.80213833,74.25489933,48.8841975,19.47828604,44.10550085,9.24372301,0.70080431,0.839120933,4.456902958,9.479888103
50,Spain,Right-footed,No,6.184799223,6.18804444,34.66063948,0.722693322,0.207759534,0.908844277,81.97246924,59.64174421,21.96653525,37.68930523,6.626642075,0.882805689,0.858178177,4.693831337,11.35949476
51,Spain,Right-footed,No,16.62041985,8.259769362,20.62106109,0.589984592,0.241254913,0.541401669,56.28326303,54.68545449,16.30971458,53.93181258,8.45812729,0.652723548,0.798377688,8.935588938,8.684212079
52,Spain,Right-footed,No,13.0745886,7.532968294,27.77062473,0.579632625,0.156643489,0.512007561,62.90558998,44.32140575,20.90625581,48.39349114,7.702330935,0.790662203,0.915683378,7.797984315,11.8345183
53,Spain,Right-footed,No,11.61539,11.50334618,28.4582113,0.512201741,0.167094176,0.887096518,67.11451304,63.46709978,22.30135812,48.72824351,7.683320464,0.732737087,0.839739702,9.100098083,4.948856584
54,France,Right-footed,Yes,18.05838144,8.76326253,26.82471636,0.517311965,0.184813699,0.738961418,62.16246479,85.11556552,20.9742117,30.33843277,6.457370044,0.813867714,0.725254435,7.649316471,5.69167323
55,Germany,Left-footed,No,20.15499761,9.012807986,21.14786392,0.577352111,0.132706454,0.613170727,87.34936576,41.59922255,14.9015234,39.20611576,4.566838392,0.743642646,0.771949795,7.28598127,9.710403015
56,England,Right-footed,Yes,19.6564006,6.764369102,20.29863642,0.636736551,0.159037107,0.753462909,61.43227906,59.67719389,21.03180886,36.99534051,4.756939705,0.604907211,0.659713384,3.547978763,8.52858042
57,Spain,Left-footed,No,10.80391238,6.537181328,24.8211215,0.691358463,0.176188956,0.436425226,64.44453221,66.40542935,27.31097969,29.94398624,8.418705029,0.757557637,0.789186101,6.459266606,10.62756435
58,Brazil,Right-footed,No,13.45393812,6.702325437,33.20910313,0.519682105,0.243719459,0.700337551,72.04389032,61.23078202,22.24317882,43.60164184,7.038916511,0.854886414,0.911210062,6.945231359,7.969056719
59,Spain,Left-footed,Yes,16.65631716,9.183356427,28.80520108,0.749268857,0.213128066,0.732782117,57.97850474,58.86871947,24.80993595,34.62354242,6.722975511,0.747078359,0.868529008,10.9062144,6.264049155
60,Brazil,Left-footed,No,19.87772564,6.737046558,22.40569968,0.57288764,0.209679496,0.792427014,66.04319288,47.00783637,18.81494015,46.5540383,6.152219915,0.827511512,0.940200933,8.373913264,7.572813516
61,Brazil,Left-footed,No,12.60412881,8.869324571,30.40189097,0.597863271,0.242544898,0.598610405,73.17453261,62.32786743,23.7495012,29.29808437,6.389622309,0.645447051,0.769711476,10.07212236,4.934632058
62,Spain,Right-footed,No,14.07170512,14.2262024,5.060201656,0.525278832,0.193131411,0.708568716,66.67139596,52.43236023,21.39633919,57.19040613,9.093823589,0.747373921,0.934609979,8.195075412,5.742818654
63,France,Right-footed,Yes,9.46832513,10.61337411,33.0413599,0.357575974,0.219523242,0.607457537,69.06613141,38.10078295,15.24544635,31.03667341,6.329511836,0.687548954,0.780669577,5.577393546,9.944887996
64,Brazil,Left-footed,No,9.01896688,7.021929403,12.82200355,0.68840454,0.194838912,0.725538376,64.70667888,71.94592221,21.59260502,42.19302337,4.317870573,0.824698084,0.947158508,7.234248432,9.745574829
65,Brazil,Right-footed,Yes,19.06262911,11.60364177,22.46291341,0.67368439,0.213268117,0.610465368,54.85529691,69.5838582,15.04151668,47.9185931,8.487303551,0.753149156,0.797814325,7.472447293,8.72600857
66,Spain,Left-footed,No,21.78120014,6.775773881,17.16231074,0.571867244,0.170862067,0.659189916,73.21593211,60.51660977,16.83559863,34.2935957,6.590246672,0.819007368,0.870723137,5.12168886,4.557844958
67,Brazil,Right-footed,Yes,14.63994939,1.885626394,15.93722967,0.606699072,0.078059142,0.600418461,87.54933072,62.29074688,20.94664154,48.52468643,7.062791731,0.858771043,0.947511236,6.231225247,7.283192849
68,Brazil,Left-footed,Yes,20.01766449,4.975741067,33.12578751,0.651593922,0.193286042,0.765113624,70.18401631,70.74318013,21.48622137,27.70816402,10.21515661,0.819161858,0.780657237,6.588466013,5.550000223
69,Spain,Left-footed,No,16.80818013,2.387624237,21.72609159,0.443745414,0.271137407,0.785845112,72.25264117,62.24339657,14.05383767,54.52117699,6.958878885,0.777311843,0.821838899,10.21123967,10.35306651
70,Spain,Right-footed,No,11.77440123,6.945459548,27.42552717,0.547094732,0.24631077,0.676537943,76.92722755,69.04017555,25.26992886,40.14149265,7.578367346,0.650178774,0.928886343,2.838518949,6.832555733
71,England,Left-footed,Yes,16.80697803,8.055255138,24.67155595,0.679426468,0.248269874,0.703823799,,57.02517799,22.86003139,34.03588592,4.642153017,0.749721389,,9.411636841,5.828504578
72,France,Right-footed,Yes,22.69018283,13.02931194,28.33928579,0.474571058,0.261806536,0.555140859,87.02514658,73.11983739,16.47635782,37.00818228,6.560661095,0.69669096,,5.12640953,8.05959233
73,France,Left-footed,No,14.8208698,8.980782121,25.53775324,0.629355793,0.20443288,0.670032335,,63.20785726,12.31207602,48.08919269,8.21905209,0.715593604,,4.255841625,6.719691086
74,Brazil,Left-footed,Yes,22.82321828,7.342698414,16.01905443,0.46434182,0.209865785,0.694979538,,61.94051944,19.2754771,34.15544708,3.889252532,0.712546585,,9.35988426,10.96748782
75,France,Right-footed,No,1.90127448,10.48821674,31.97386774,0.646642998,0.169117405,0.962079309,62.66967004,47.29938911,17.77028143,32.50642311,7.401690186,0.652007443,,8.463796138,6.530378205
76,Brazil,Right-footed,No,19.10951252,1.366594073,21.54370392,0.596435852,0.184196357,0.588803297,88.18061923,62.86955854,20.56570229,37.78463402,7.201582145,0.554266141,0.915600667,9.509037405,5.201543482
77,England,Right-footed,No,15.43523534,8.706843674,14.10392671,0.438486818,0.230788557,0.846417724,77.75155494,51.68045083,18.18441669,28.23037887,7.082574911,0.683185695,0.73915061,8.601403895,3.694172968
78,Spain,Left-footed,No,13.50496325,10.31259558,22.00319387,0.716473935,0.260194222,0.799685877,,53.61717273,9.962715696,58.20543908,,0.769337945,0.699213209,11.11969,7.938426995
79,Spain,Right-footed,Yes,15.45880388,3.564241263,35.50531853,0.526540842,0.193027686,0.72806364,,51.84624372,18.05826531,34.33605409,,0.615182295,0.82537373,8.117447674,6.876139772
80,Spain,Left-footed,No,5.062155427,11.43126213,30.95155219,0.518974756,0.177490537,0.875862048,,49.33765068,18.47190444,48.31616786,9.956143797,0.751568224,0.62069236,6.687045248,5.142190787
81,France,Left-footed,Yes,13.90164056,9.015489222,22.55943506,0.62005692,0.200026398,0.737210547,82.00531658,81.24771403,23.16830512,42.09470084,5.012820969,0.940026842,0.771209392,7.685852755,10.37845292
82,England,Right-footed,No,16.78556286,6.754136258,22.55519607,0.714863735,0.230060337,0.73891592,71.4035987,73.31339062,16.50900163,30.1546595,7.271849134,0.852305656,0.824503866,9.486938257,9.334490295
83,France,Right-footed,Yes,22.38947022,9.898345598,22.74855464,0.498417818,0.127807259,0.694687935,50.32930296,79.20367502,28.39337337,39.94045291,7.168933573,0.914354151,0.77300481,5.441249349,7.943564242
84,France,Left-footed,No,12.40864891,14.81207857,39.53723588,0.606167985,0.085190952,0.822356888,58.82813538,47.7710498,10.44179725,47.84002779,4.861491012,0.789112788,0.645654906,5.696222835,10.72865249
85,England,Left-footed,Yes,10.95753199,8.545598765,27.67354817,0.64288165,0.172473158,0.809646923,68.14154248,60.7125375,26.55583749,38.11738665,8.912590004,0.866750982,0.959417796,6.382079971,9.325072067
86,England,Right-footed,Yes,12.49121478,8.744661759,28.01029153,0.669310561,0.138964379,0.637432271,73.09998983,47.06492375,18.87840515,51.93112946,11.64934661,0.677603527,0.810353815,2.790834402,6.354288197
87,England,Right-footed,No,19.57701059,6.621917301,32.21198418,0.617644156,0.17459299,0.568075281,69.43411511,53.04305123,24.29792436,50.21515393,6.965987851,0.685565973,0.943115212,7.276156817,5.921559672
88,England,Right-footed,No,16.64375555,5.450466892,26.67152411,0.563297216,0.192610984,0.679701936,82.1897079,50.81873017,20.39900742,49.18914855,8.010042177,0.476085979,0.773996375,3.227742592,9.635963089
89,Spain,Right-footed,No,12.35119898,10.49100745,23.18670498,0.517240978,0.17733758,0.619996144,50.48898136,72.39584006,25.69777768,35.40343228,7.169036952,0.868614547,0.711998802,7.106118626,8.792733913
90,Germany,Right-footed,No,17.56633717,5.431748522,23.62555106,0.608614388,0.272623377,0.693647543,71.43587937,56.03770322,18.06319018,29.20157552,5.57283066,0.904032398,0.826918092,8.730579512,8.339495536
91,Germany,Left-footed,Yes,15.48538775,8.214698712,24.49879118,0.492786099,0.216337238,0.823743813,51.82020775,70.68379334,14.50689787,33.86412395,3.358479444,0.694682275,0.778421287,6.046247079,6.307004394
92,England,Left-footed,No,19.84322495,6.56702766,24.73944434,0.307864952,0.215023718,0.654269834,77.59712295,66.0412089,27.10252144,41.96240941,5.588453034,0.724604829,0.682223854,10.35423174,9.215895134
93,Germany,Left-footed,Yes,11.48973453,9.436939477,30.09340681,0.64365598,0.231110357,0.695717662,69.05541286,83.03638752,19.43259677,45.45786714,4.216083238,0.674613789,0.946978426,4.078998201,6.489002234
94,Germany,Left-footed,Yes,13.36168927,9.000986316,25.3636212,0.690393484,0.143058344,0.705802273,74.19609972,45.20555777,21.10779237,18.28428595,10.40820416,0.788265355,0.737772978,9.382521363,7.796026691
95,England,Right-footed,No,13.03945923,11.11261983,30.12848054,0.363706756,0.251955589,0.784843088,61.36117039,72.5923324,26.17375957,39.91886798,6.769780612,0.862493255,0.615973362,8.350274113,10.89388829
96,Germany,Right-footed,Yes,7.682425259,6.469950803,24.43498394,0.49902693,0.196211786,0.475311067,82.79464932,71.4644087,14.84022379,41.58089225,6.308161342,0.575722803,0.932816605,3.567933503,6.678331528
97,France,Right-footed,Yes,16.48060139,7.190375194,25.55044633,0.661915426,0.233524031,0.639329971,80.41724664,50.26621162,22.97745449,37.22455744,8.77830765,0.790943853,0.749570198,12.4215886,4.854021486
98,Brazil,Left-footed,Yes,16.30527636,5.063708853,11.01259521,0.805749547,0.146407138,0.721128369,75.83544303,70.07133336,17.05052622,52.91273839,4.756497794,0.722332823,0.739217611,6.872509429,5.894905616
99,Brazil,Left-footed,Yes,15.02556728,6.66712022,31.41429372,0.602079371,0.122312062,0.820007896,68.70482753,63.36144963,19.33915322,44.21780074,5.466271924,0.761339439,0.623461241,5.245031956,9.988597653
100,England,Right-footed,No,13.82706433,9.131901479,27.42541933,0.527199706,0.240894483,0.650809755,75.79857285,57.7252374,20.36139483,53.10191908,7.136144538,0.7958994,0.974094149,4.18582561,8.509462275
101,Spain,Right-footed,No,7.92314629,10.27096585,31.98607077,0.581710356,0.218820476,0.512344729,62.93107432,51.76064513,12.49889069,37.8403948,9.057537983,0.731179756,0.671051941,6.559963945,7.742245243
102,England,Left-footed,No,12.89677339,5.233504027,4.726212353,0.737487642,0.154897422,0.761971145,78.55555659,52.80890549,16.10581479,49.37477493,8.00337009,0.739641315,0.805844948,6.745186255,6.981812389
103,Spain,Left-footed,No,13.28642742,10.60881776,39.61862293,0.535403582,0.156516846,0.636463761,86.49480894,80.49812096,26.75536446,56.35066395,7.496650285,0.728612483,0.891262032,7.205291057,8.970719815
104,Brazil,Right-footed,Yes,10.98861365,12.06691358,24.0228726,0.520080799,0.256271739,0.581033334,80.7061056,60.00682819,24.43095594,53.11693449,7.15623547,0.84703162,0.842171693,6.404407688,6.301790298
105,England,Right-footed,Yes,14.19357144,9.24030471,32.75727972,0.551725648,0.140529405,0.637565461,62.7039753,67.82130002,19.68680211,29.07858407,7.800471711,0.791875996,0.794034569,8.26645062,8.611331137
106,France,Left-footed,No,17.02025428,13.63038744,17.72065851,0.504667139,0.282133648,0.681547464,73.61417317,52.09100618,21.21561729,37.46323922,7.40330581,0.772058354,0.629833414,6.224740335,6.537490862
107,Germany,Right-footed,No,24.43092951,5.678632403,29.28941734,0.612267032,0.154968963,0.639525534,57.06858456,52.20147054,18.52878747,36.54835295,4.94005545,0.622904828,0.719027516,3.130071766,6.204681229
108,Spain,Right-footed,No,15.87288906,4.26603589,17.62609106,0.762467846,0.231919596,0.479443394,75.72390311,70.81984809,26.78291693,44.89254535,7.092158443,0.712142026,0.818780034,6.701277009,6.72502513
109,Germany,Right-footed,Yes,16.28775195,2.663839253,20.63361728,0.632307927,0.183569076,0.78970662,74.50603413,46.50423788,18.99823711,46.86353555,4.852622682,0.839866916,0.721282593,2.265044693,7.249185107
110,Germany,Left-footed,No,14.62777042,12.48813293,38.39821948,0.57476465,0.230159372,0.827487504,51.3018366,55.84786232,21.15921046,31.61107326,7.162165086,0.753769657,0.820335946,7.707541262,7.902340328
111,England,Left-footed,No,5.406143924,9.963096969,23.66522319,0.570818873,0.1727943,0.765152199,58.38216156,60.34027411,25.73015072,40.67838514,6.038704117,0.815953147,0.868174341,5.041399539,8.47091159
112,Germany,Left-footed,No,14.86743062,7.833245987,26.52203011,0.443680919,0.191860355,0.586231433,67.16861103,61.11372602,16.11314258,19.80072668,12.07876325,0.92665118,0.896250289,7.32672071,0.623269417
113,France,Left-footed,Yes,15.30115105,8.839905879,31.09047411,0.688310978,0.202045959,0.679850847,66.99140253,58.20906715,27.79394592,54.41945006,6.920211232,0.853860607,0.677382064,9.628149963,6.384698885
114,Germany,Left-footed,Yes,27.31621056,4.623532858,28.46977322,0.59221628,0.149890627,0.699347868,57.90523065,63.95819781,12.34769295,34.87625759,4.191520867,0.759315834,1,5.102502609,7.216860045
115,England,Left-footed,Yes,14.03819518,15.33725594,26.05293234,0.581952009,0.237041217,0.759879439,73.88978729,66.92855756,28.14821066,40.5586394,6.731639579,0.698901083,0.876747934,9.122512517,11.01012408
116,France,Left-footed,Yes,16.50773671,8.387663546,27.55472702,0.919310757,0.174339322,0.766834049,72.51473609,67.34637545,18.13662208,36.90350286,8.038717491,0.49464504,0.799828585,6.133220867,5.839994783
117,Brazil,Right-footed,Yes,14.82644115,8.328184384,41.8239091,0.629875291,0.188570004,0.62658262,68.05730868,50.14196191,18.78650626,51.46027575,10.34672789,0.733161508,0.908953658,10.5063896,8.325593236
118,Germany,Right-footed,Yes,9.156609812,10.17729987,24.59666842,0.524820895,0.150282531,0.708199556,62.442085,57.15844902,10.54994914,11.62493559,5.8210952,0.71739875,1,6.269694774,10.99006062
119,England,Right-footed,Yes,20.71411407,9.443027695,26.40769333,0.55736424,0.071883317,0.74572804,80.48707126,71.94762862,17.72602641,39.83389658,3.835144052,0.789036619,0.65612799,5.319014029,5.37406294
120,Brazil,Right-footed,Yes,18.75966516,8.671652073,32.35458077,0.714844571,0.190448612,0.845582232,86.55407113,68.94647188,14.80096734,38.94181243,8.633674023,0.734609477,0.777473736,8.374476901,8.787950452
121,Brazil,Right-footed,No,18.95515974,5.628576634,32.73868153,0.611327041,0.320630771,0.770450654,65.16438516,46.27140549,16.96176827,35.46363612,4.238802588,0.717961494,0.562156834,6.128420541,6.395456332
122,Spain,Right-footed,No,10.45306273,9.414405071,33.30921214,0.456172202,0.239230214,0.778905669,63.87833083,63.514799,19.31344517,57.26226546,6.127689117,0.572060107,0.819265153,5.317100972,6.990732515
123,France,Right-footed,Yes,22.01397155,13.64607349,29.47111155,0.691922893,0.199036981,0.708382663,74.91207665,40.21774751,24.78895807,31.12670541,6.484759029,0.656003217,0.836539424,6.044320299,6.393778332
124,Germany,Left-footed,Yes,7.990744686,12.03626014,16.99896561,0.533185591,0.186855459,0.841045915,66.4197062,60.46934902,21.03801676,47.71796177,6.860733093,0.797665104,0.796083788,6.910786936,6.536285383
125,England,Left-footed,No,17.93428547,12.77955988,36.43402073,0.787329778,0.201123295,0.74097628,68.60602799,78.97767017,21.53838327,43.56252789,8.378328914,0.921590763,0.734546643,9.684360262,13.4438243
126,Spain,Right-footed,Yes,25.95227813,6.466352971,16.97558225,0.708004807,0.227355956,0.613891209,77.39653152,50.52107283,14.52240306,52.61519253,5.632731435,0.740247462,0.595048548,3.131824509,9.688911744
127,France,Right-footed,Yes,10.04731837,5.031185539,27.11844826,0.55526781,0.140959359,0.840336997,50.90643912,51.65676955,15.59622955,33.32810915,6.452541496,0.782781107,0.837353368,7.046161318,10.20347572
128,Spain,Left-footed,Yes,12.16851135,7.62263924,19.72006905,0.728101636,0.255716085,0.769790327,83.18302325,67.64029782,28.99362509,32.67031101,6.971459294,0.845247816,0.945543448,8.249807189,8.983986974
129,France,Right-footed,No,15.49825683,8.167174737,24.55103157,0.606785551,0.235769066,0.655695598,70.72680524,44.57198485,16.32399483,50.96069907,7.299195915,0.668910606,0.740898154,7.38689715,4.787486423
130,France,Right-footed,No,12.48262173,11.28257456,27.30133687,0.685277368,0.235909286,0.652050703,65.88506855,53.6724497,28.28104126,44.25321308,7.195654349,0.786681404,0.844005993,9.619730339,8.789915941
131,Germany,Left-footed,No,7.246682845,2.922606111,27.24950051,0.648473282,0.221923787,0.729657555,69.10765846,65.96441138,18.78469401,24.55062653,7.87201155,0.675950989,0.643185569,6.85130934,10.14585923
132,France,Right-footed,No,15.34281487,12.58865096,27.95344528,0.515364335,0.200980833,0.74631848,69.62429355,53.65714152,20.01143968,34.60694986,8.687679019,0.836482444,0.845721306,6.630897116,6.293201052
